spelling	transcription	stressTrans	syllStruct	syllabification	antepenultOnset	apStress	penultHLweight	preantepenultHLweight	finalHLweight	morphology	vowelLength	preantepenultWeight	antepenultWeight	mainStress	finalStress	papStress	penultOnset	suffixType	penultWeight	antepenultHLweight	S	finalWeight	Suffix	finalC	Prefix	prefixType	finalOnset	finalV	penultStress	codaLength	coda	freq	POS
insecurity	IH2NSIH0KYUH1RIH0TIY0	20100	LC.CL.CCL.CL.CL	(IH n)(s IH)(k y UH)(r IH)(t IY)	CC	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	0	0		1.7076	N
impartiality	IH0MPAA2RSHIY0AE1LIH0TIY0	020100	LC.CLC.CL.L.CL.CL	(IH m)(p AA r)(sh IY)(AE)(l IH)(t IY)	0	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.8451	N
cannibal	KAE1NAH0BAH0L	100	CL.CL.CL	(k AE)(n AH)(b AL)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.6532	N
prospector	PRAO1SPEH2KTER0	120	CCL.CCLC.CL	(p r AO)(s p EH k)(t ER)	CC	1	H	other	L	complex	shortV	other	-V	antepenult	0	other	CC	noshiftOneSyll	-LC	L	other	-V	suffix	open	prefix	unstressed	C	er	2	0		1.1139	N
escarpment	EH2SKAA1RPMAH0NT	210	L.CCLCC.CLC	(EH)(s k AA r p)(m AN t)	0	2	H	other	H	complex	shortV	other	-V	penult	0	other	CC	noshiftOneSyll	-LCC	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	an	1	1	 t	0.7782	N
symphony	SIH1MFAH0NIY0	100	CLC.CL.CL	(s IH m)(f AH)(n IY)	C	1	L	other	L	simple	shortV	other	-LC	antepenult	0	other	C	other	-V	H	other	-V	noSuffix	open	noPrefix	other	C	iy	0	0		2.1367	N
music	MYUW1ZIH0K	10	CCL.CLC	(m y UW)(z IH k)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	CC	penultShift	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	3.4314	N
chinchilla	CHIH0NCHIH1LAH0	010	CLC.CL.CL	(ch IH n)(ch IH)(l AH)	C	0	L	other	L	simple	shortV	other	-LC	penult	0	other	C	other	-V	H	other	-V	noSuffix	open	noPrefix	other	C	ah	1	0		1.2304	N
globular	GLAA1BYAH0LER0	100	CCL.CCL.CL	(g l AA)(b y AH)(l ER)	CC	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	CC	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	er	0	0		0.6990	A
until	AH0NTIH1L	01	L.CLC	(AN)(t IH l)	other	other	L	other	H	simple	shortV	other	other	final	1	other	0	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ih	0	1	 l	3.7875	C
holy	HHOW1LIY0	10	CT.CL	(hh OW)(l IY)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-VV	other	other	-V	suffix	open	noPrefix	other	C	iy	1	0		3.2765	A
relax	RIY0LAE1KS	01	CL.CLCC	(r IY)(l AE k s)	other	other	L	other	H	simple	shortV	other	other	final	1	other	C	other	-V	other	otherCluster	-LCC	noSuffix	Cluster	noPrefix	other	C	ae	0	2	 k s	3.4484	V
georgian	JHAO1RJHAH0N	10	CLC.CL	(jh AO r)(jh AN)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-LC	other	other	-V	suffix	open	prefix	unstressed	C	an	1	0		1.1139	NA
sortie	SAO1RTIY0	10	CLC.CL	(s AO r)(t IY)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		0.6990	N
meteorologist	MIY2TIY0ER0AA1LAH0JHIH0ST	200100	CL.CL.L.L.CL.CLCC	(m IY)(t IY)(ER)(AA)(l AH)(jh IH s t)	0	1	L	L	H	complex	shortV	-V	-V	antepenult	0	0	C	noshiftOneSyll	-V	L	SCluster	-LCC	suffix	Cluster	noPrefix	other	C	ih	0	2	 s t	1.0000	N
reversible	RIY0VER1SAH0BAH0L	0100	CL.CL.CL.CL	(r IY)(v ER)(s AH)(b AL)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.1461	A
expeditionary	EH2KSPAH0DIH1SHAH0NEH2RIY0	201020	LC.CCL.CL.CL.CL.CL	(EH k)(s p AH)(d IH)(sh AH)(n EH)(r IY)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	preantepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	2	0		1.1461	A
intake	IH1NTEY2K	12	LC.CTC	(IH n)(t EY k)	other	other	H	other	H	complex	longV	other	other	penult	2	other	0	other	-LC	other	otherSingleton	-TC	noSuffix	Singleton	prefix	unstressed	C	ey	1	1	 k	1.7782	N
simper	SIH1MPER0	10	CLC.CL	(s IH m)(p ER)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-LC	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		0.6021	V
pursue	PER0SUW1	01	CL.CL	(p ER)(s UW)	other	other	L	other	L	simple	shortV	other	other	final	1	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	uw	0	0		2.4594	V
sweeten	SWIY1TAH0N	10	CCL.CL	(s w IY)(t AN)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		1.6021	V
straddle	STRAE1DAH0L	10	CCCL.CL	(s t r AE)(d AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CCC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		1.3802	V
locker	LAA1KER0	10	CL.CL	(l AA)(k ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		2.6920	N
locket	LAA1KIH0T	10	CL.CLC	(l AA)(k IH t)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ih	1	1	 t	1.6021	N
exhale	EH2KSHHEY1L	21	LCC.CTC	(EH k s)(hh EY l)	other	other	H	other	H	complex	longV	other	other	final	1	other	0	other	-LCC	other	otherSingleton	-TC	noSuffix	Singleton	prefix	unstressed	C	ey	2	1	 l	1.7634	V
plunger	PLAH1NJHER0	10	CCL.CL	(p l AN)(jh ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	CC	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		1.6128	N
example	IH0GZAE1MPAH0L	010	LC.CLC.CL	(IH g)(z AE m)(p AL)	0	0	H	other	L	complex	shortV	other	-LC	penult	0	other	C	other	-LC	H	other	-V	noSuffix	open	prefix	unstressed	C	al	1	0		3.0737	N
scavenge	SKAE1VAH0NJH	10	CCL.CLC	(s k AE)(v AN jh)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	CC	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	an	1	1	 jh	0.9542	V
artillery	AA2RTIH1LER0IY0	2100	LC.CL.CL.L	(AA r)(t IH)(l ER)(IY)	C	1	L	H	L	simple	shortV	-LC	-V	antepenult	0	2	C	other	-V	L	other	-V	noSuffix	open	noPrefix	other	0	iy	0	0		2.2253	N
swivel	SWIH1VAH0L	10	CCL.CL	(s w IH)(v AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		1.3424	V
gusto	GAH1STOW0	10	CL.CCT	(g AH)(s t OW)	other	other	L	other	H	simple	longV	other	other	penult	0	other	C	other	-V	other	other	-VV	noSuffix	open	noPrefix	other	CC	ow	1	0		1.5682	N
titanium	TAY2TEY1NIY0AH0M	2100	CT.CT.CL.L	(t AY)(t EY)(n IY)(AN)	C	1	L	H	L	complex	shortV	-VV	-VV	antepenult	0	2	C	antepenultShift	-V	H	other	-V	suffix	open	noPrefix	other	0	an	0	0		1.8388	N
malign	MAH0LAY1N	01	CL.CTC	(m AH)(l AY n)	other	other	L	other	H	complex	longV	other	other	final	1	other	C	other	-V	other	otherSingleton	-TC	noSuffix	Singleton	prefix	unstressed	C	ay	0	1	 n	1.0000	V
caution	KAO1SHAH0N	10	CL.CL	(k AO)(sh AN)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-V	other	other	-V	suffix	open	noPrefix	other	C	an	1	0		2.3541	V
pinta	PIH1NTAH0	10	CLC.CL	(p IH n)(t AH)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	ah	1	0		0.9031	N
truncheon	TRAH1NCHIH0N	10	CCL.CLC	(t r AN)(ch IH n)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	CC	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ih	1	1	 n	0.9542	N
rayon	REY1AH0N	10	CT.L	(r EY)(AN)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-VV	other	other	-V	noSuffix	open	noPrefix	other	0	an	1	0		1.1761	N
gargantuan	GAA2RGAE1NCHUW0AH0N	2100	CLC.CLC.CL.L	(g AA r)(g AE n)(ch UW)(AN)	C	1	L	H	L	simple	shortV	-LC	-LC	antepenult	0	2	C	other	-V	H	other	-V	noSuffix	open	noPrefix	other	0	an	0	0		1.2553	A
absolute	AE1BSAH0LUW2T	102	LC.CL.CLC	(AE b)(s AH)(l UW t)	0	1	L	other	H	complex	shortV	other	-LC	antepenult	2	other	C	antepenultShift	-V	H	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	uw	0	1	 t	2.6920	A
hypnosis	HHIH0PNOW1SAH0S	010	CLC.CT.CLC	(hh IH p)(n OW)(s AH s)	C	0	H	other	H	complex	shortV	other	-LC	penult	0	other	C	penultShift	-VV	H	S	-LC	suffix	Singleton	noPrefix	other	C	ah	1	1	 s	1.7634	N
auger	AO1GER0	10	L.CL	(AO)(g ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	0	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		0.8451	N
travel	TRAE1VAH0L	10	CCL.CL	(t r AE)(v AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		3.0704	V
copious	KOW1PIY0AH0S	100	CT.CL.LC	(k OW)(p IY)(AH s)	C	1	L	other	H	complex	shortV	other	-VV	antepenult	0	other	C	other	-V	H	S	-LC	noSuffix	Singleton	prefix	unstressed	0	ah	0	1	 s	1.0000	A
obsidian	AH0BSIH1DIY0AH0N	0100	LC.CL.CL.L	(AH b)(s IH)(d IY)(AN)	C	1	L	H	L	complex	shortV	-LC	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	0	an	0	0		0.6021	N
machine	MAH0SHIY1N	01	CL.CLC	(m AH)(sh IY n)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	noshiftOneSyll	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	iy	0	1	 n	3.2744	V
piranha	PIH0RAE1NAH0	010	CL.CL.CL	(p IH)(r AE)(n AH )	C	0	L	other	L	simple	other	other	-V	penult	0	other	C	other	-V	L	other	other	noSuffix	open	noPrefix	other	C	ah	1	0	 	1.5563	N
significance	SIH0GNIH1FIH0KAH0NS	0100	CLC.CL.CL.CLC	(s IH g)(n IH)(f IH)(k AN s)	C	1	L	H	H	simple	shortV	-LC	-V	antepenult	0	0	C	other	-V	L	S	-LC	noSuffix	Singleton	noPrefix	other	C	an	0	1	 s	2.1987	N
cheetah	CHIY1TAH0	10	CL.CL	(ch IY)(t AH)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	ah	1	0		1.5441	N
madagascar	MAE2DAH0GAE1SKER0	2010	CL.CL.CL.CCL	(m AE)(d AH)(g AE)(s k ER)	C	0	L	L	L	simple	shortV	-V	-V	penult	0	2	C	other	-V	L	other	-V	noSuffix	open	noPrefix	other	CC	er	1	0		1.4914	NA
preferable	PREH1FRAH0BAH0L	100	CCL.CCL.CL	(p r EH)(f r AH)(b AL)	CC	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	CC	noshiftTwoSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	0	0		1.6721	A
activation	AE2KTAH0VEY1SHAH0N	2010	LC.CL.CT.CL	(AE k)(t AH)(v EY)(sh AN)	C	0	H	H	L	complex	shortV	-LC	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		1.5315	N
cadence	KEY1DAH0NS	10	CT.CLC	(k EY)(d AN s)	other	other	H	other	H	simple	shortV	other	other	penult	0	other	C	other	-VV	other	S	-LC	noSuffix	Singleton	noPrefix	other	C	an	1	1	 s	1.1761	N
fanaticism	FAH0NAE1TAH0SIH2ZAH0M	01020	CL.CL.CL.CL.CL	(f AH)(n AE)(t AH)(s IH)(z AN)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	an	2	0		0.8451	N
leniency	LIY1NYAH0NSIY0	100	CL.CCL.CL	(l IY)(n y AN)(s IY)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	CC	noshiftOneSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		1.3010	N
abstraction	AE2BSTRAE1KSHAH0N	210	LC.CCCLC.CL	(AE b)(s t r AE k)(sh AN)	0	2	H	other	L	complex	shortV	other	-LC	penult	0	other	CCC	penultShift	-LC	H	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.0792	N
beauty	BYUW1TIY0	10	CCL.CL	(b y UW)(t IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		3.1775	N
funny	FAH1NIY0	10	CL.CL	(f AH)(n IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		3.6684	A
modulation	MAA2JHAH0LEY1SHAH0N	2010	CL.CL.CT.CL	(m AA)(jh AH)(l EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		0.9031	N
brutalize	BRUW1TAH0LAY2Z	102	CCL.CL.CTC	(b r UW)(t AH)(l AY z)	CC	1	L	other	H	complex	longV	other	-V	antepenult	2	other	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ay	0	1	 z	0.6990	V
conductivity	KAA2NDAH2KTIH1VAH0TIY0	22100	CLC.CLC.CL.CL.CL	(k AA n)(d AH k)(t IH)(v AH)(t IY)	C	1	L	H	L	complex	shortV	-LC	-V	antepenult	0	2	C	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	0	0		0.6021	N
despondent	DIH0SPAA1NDAH0NT	010	CL.CCLC.CLC	(d IH)(s p AA n)(d AN t)	C	0	H	other	H	complex	shortV	other	-V	penult	0	other	CC	other	-LC	L	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	an	1	1	 t	1.3802	A
diagram	DAY1AH0GRAE2M	102	CT.L.CCLC	(d AY)(AH)(g r AE m)	C	1	L	other	H	simple	shortV	other	-VV	antepenult	2	other	0	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	CC	ae	0	1	 m	1.7324	N
possum	PAA1SAH0M	10	CL.CL	(p AA)(s AN)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-V	other	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.7404	N
modest	MAA1DAH0ST	10	CL.CLCC	(m AA)(d AH s t)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	SCluster	-LCC	noSuffix	Cluster	noPrefix	other	C	ah	1	2	 s t	2.4362	A
destined	DEH1STIH0ND	10	CL.CCLCC	(d EH)(s t IH n d)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	otherCluster	-LCC	suffix	Cluster	prefix	unstressed	CC	ih	1	2	 n d	2.2529	V
charleston	CHAA1RAH0LSTAH0N	100	CL.CL.CCL	(ch AA)(r AL)(s t AN)	C	1	L	other	L	simple	shortV	other	-V	antepenult	0	other	C	other	-V	L	other	-V	noSuffix	open	noPrefix	other	CC	an	0	0		1.9138	NA
chorus	KAO1RAH0S	10	CL.CLC	(k AO)(r AH s)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	S	-LC	noSuffix	Singleton	noPrefix	other	C	ah	1	1	 s	2.3243	V
extortion	IH0KSTAO1RSHAH0N	010	LC.CCLC.CL	(IH k)(s t AO r)(sh AN)	0	0	H	other	L	complex	shortV	other	-LC	penult	0	other	CC	penultShift	-LC	H	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.0531	N
siberia	SAY2BIH1RIY0AH0	2100	CT.CL.CL.L	(s AY)(b IH)(r IY)(AH)	C	1	L	H	L	complex	shortV	-VV	-V	antepenult	0	2	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	0	ah	0	0		1.7482	NA
effective	IH0FEH1KTIH0V	010	L.CLC.CLC	(IH)(f EH k)(t IH v)	0	0	H	other	H	complex	shortV	other	-V	penult	0	other	C	penultShift	-LC	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 v	2.6776	A
caisson	KEH1SAH0N	10	CL.CL	(k EH)(s AN)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		0.4771	N
revolt	RIY0VOW1LT	01	CL.CTCC	(r IY)(v OW l t)	other	other	L	other	H	simple	longV	other	other	final	1	other	C	other	-V	other	otherCluster	-TCC	noSuffix	Cluster	noPrefix	other	C	ow	0	2	 l t	1.7993	V
fictional	FIH1KSHAH0NAH0L	100	CLC.CL.CL	(f IH k)(sh AH)(n AL)	C	1	L	other	L	complex	shortV	other	-LC	antepenult	0	other	C	antepenultShift	-V	H	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.7853	A
alias	EY1LIY0AH0S	100	T.CL.LC	(EY)(l IY)(AH s)	0	1	L	other	H	simple	shortV	other	-VV	antepenult	0	other	C	other	-V	H	S	-LC	noSuffix	Singleton	noPrefix	other	0	ah	0	1	 s	2.1931	ADV
concoction	KAH0NKAA1KSHAH0N	010	CL.CLC.CL	(k AN)(k AA k)(sh AN)	C	0	H	other	L	complex	shortV	other	-V	penult	0	other	C	penultShift	-LC	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		1.2788	N
detective	DIH0TEH1KTIH0V	010	CL.CLC.CLC	(d IH)(t EH k)(t IH v)	C	0	H	other	H	complex	shortV	other	-V	penult	0	other	C	penultShift	-LC	L	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	ih	1	1	 v	2.9952	N
democratic	DEH2MAH0KRAE1TIH0K	2010	CL.CL.CCL.CLC	(d EH)(m AH)(k r AE)(t IH k)	C	0	L	L	H	complex	shortV	-V	-V	penult	0	2	CC	penultShift	-V	L	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	ih	1	1	 k	2.0043	A
restriction	RIY0STRIH1KSHAH0N	010	CL.CCCLC.CL	(r IY)(s t r IH k)(sh AN)	C	0	H	other	L	complex	shortV	other	-V	penult	0	other	CCC	penultShift	-LC	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.3424	N
concurrence	KAH0NKER1AH0NS	010	CL.CL.LC	(k AN)(k ER)(AN s)	C	0	L	other	H	complex	shortV	other	-V	penult	0	other	C	other	-V	L	S	-LC	noSuffix	Singleton	prefix	unstressed	0	an	1	1	 s	0.4771	N
govern	GAH1VER0N	10	CL.CLC	(g AH)(v ER n)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	er	1	1	 n	1.6812	V
vary	VEH1RIY0	10	CL.CL	(v EH)(r IY)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	preantepenultShift	-V	other	other	-V	suffix	open	noPrefix	other	C	iy	1	0		1.6335	V
stoicism	STOW1AH0SIH2ZAH0M	1020	CCT.L.CL.CL	(s t OW)(AH)(s IH)(z AN)	0	0	L	H	L	complex	shortV	-VV	-V	preante	0	1	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	an	2	0		0.8451	N
calibration	KAE2LAH0BREY1SHAH0N	2010	CL.CL.CCT.CL	(k AE)(l AH)(b r EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	CC	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.0792	N
blockage	BLAA1KIH0JH	10	CCL.CLC	(b l AA)(k IH jh)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	CC	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ih	1	1	 jh	1.4150	N
fidelity	FAY2DEH1LAH0TIY0	2100	CT.CL.CL.CL	(f AY)(d EH)(l AH)(t IY)	C	1	L	H	L	complex	shortV	-VV	-V	antepenult	0	2	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		1.9243	N
antacid	AE2NTAE1SAH0D	210	LC.CL.CLC	(AE n)(t AE)(s AH d)	0	2	L	other	H	simple	shortV	other	-LC	penult	0	other	C	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ah	1	1	 d	1.0792	A
dreamer	DRIY1MER0	10	CCL.CL	(d r IY)(m ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	CC	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		2.0828	N
auditory	AO1DIH0TAO2RIY0	1020	L.CL.CL.CL	(AO)(d IH)(t AO)(r IY)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	2	0		1.4150	A
radiologist	REY2DIY0AA1LAH0JHIH0ST	20100	CT.CL.L.CL.CLCC	(r EY)(d IY)(AA)(l AH)(jh IH s t)	0	1	L	L	H	complex	shortV	-V	-V	antepenult	0	0	C	noshiftOneSyll	-V	L	SCluster	-LCC	suffix	Cluster	prefix	unstressed	C	ih	0	2	 s t	1.1761	N
discourse	DIH1SKAO2RS	12	CL.CCLCC	(d IH)(s k AO r s)	other	other	L	other	H	complex	shortV	other	other	penult	2	other	C	other	-V	other	otherCluster	-LCC	noSuffix	Cluster	prefix	unstressed	CC	ao	1	2	 r s	1.3222	N
intelligentsia	IH0NTEH2LAH0JHEH1NTSIY0AH0	020100	LC.CL.CL.CLCC.CL.L	(IH n)(t EH)(l AH)(jh EH n t)(s IY)(AH)	C	1	L	L	L	complex	shortV	-V	-LCC	antepenult	0	0	C	antepenultShift	-V	H	other	-V	suffix	open	prefix	unstressed	0	ah	0	0		0.6021	N
secede	SIH0SIY1D	01	CL.CLC	(s IH)(s IY d)	other	other	L	other	H	simple	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	iy	0	1	 d	0.6990	V
insubstantial	IH2NSAH0BSTAE1NSHAH0L	2010	LC.CLC.CCLC.CL	(IH n)(s AH b)(s t AE n)(sh AL)	C	0	H	H	L	complex	shortV	-LC	-LC	penult	0	2	CC	penultShift	-LC	H	other	-V	suffix	open	prefix	unstressed	C	al	1	0		1.1461	A
alpine	AE1LPAY2N	12	LC.CTC	(AE l)(p AY n)	other	other	H	other	H	complex	longV	other	other	penult	2	other	0	noshiftOneSyll	-LC	other	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ay	1	1	 n	1.3424	A
admirable	AE1DMER0AH0BAH0L	1000	LC.CL.L.CL	(AE d)(m ER)(AH)(b AL)	C	0	L	H	L	complex	shortV	-LC	-V	preante	0	1	0	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		2.1106	A
glorify	GLAO1RAH0FAY2	102	CCL.CL.CT	(g l AO)(r AH)(f AY)	CC	1	L	other	H	complex	longV	other	-V	antepenult	2	other	C	antepenultShift	-V	L	other	-VV	suffix	open	noPrefix	other	C	ay	0	0		1.3010	V
grievous	GRIY1VAH0S	10	CCL.CLC	(g r IY)(v AH s)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	CC	other	-V	other	S	-LC	noSuffix	Singleton	noPrefix	other	C	ah	1	1	 s	1.5185	A
corridor	KAO1RIH0DER0	100	CL.CL.CL	(k AO)(r IH)(d ER)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	other	-V	L	other	-V	noSuffix	open	prefix	unstressed	C	er	0	0		2.3181	N
enrich	IH0NRIH1CH	01	LC.CLC	(IH n)(r IH ch)	other	other	H	other	H	complex	shortV	other	other	final	1	other	0	other	-LC	other	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ih	0	1	 ch	1.1761	V
wooded	WUH1DIH0D	10	CL.CLC	(w UH)(d IH d)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 d	1.2041	A
commemorate	KAH0MEH1MER0EY2T	0102	CL.CL.CL.TC	(k AH)(m EH)(m ER)(EY t)	C	1	L	L	H	complex	longV	-V	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	prefix	unstressed	0	ey	0	1	 t	1.6435	V
renunciation	RIH0NAH2NSIY0EY1SHAH0N	02010	CL.CL.CL.T.CL	(r IH)(n AN)(s IY)(EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	0	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		0.6990	N
memorialize	MAH0MAO1RIY0AH0LAY2Z	01002	CL.CL.CL.L.CTC	(m AH)(m AO)(r IY)(AH)(l AY z)	C	0	L	L	H	complex	longV	-V	-V	preante	2	1	0	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ay	0	1	 z	0.9031	V
interrupt	IH2NER0AH1PT	201	L.CL.LCC	(IH)(n ER)(AH p t)	0	2	L	other	H	complex	shortV	other	-V	final	1	other	C	other	-V	L	otherCluster	-LCC	noSuffix	Cluster	prefix	unstressed	0	ah	0	2	 p t	2.9294	V
sixteen	SIH2KSTIY1N	21	CLC.CCLC	(s IH k)(s t IY n)	other	other	H	other	H	simple	shortV	other	other	final	1	other	C	other	-LC	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	CC	iy	2	1	 n	2.4654	NUM
silver	SIH1LVER0	10	CLC.CL	(s IH l)(v ER)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-LC	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		2.9455	V
